indx	film	id	screens	runtime	genre	sequel_remake	production_banner	actors	directors	producers	music	lyrics	screenplay	dialogue	story
1088	Hattrick	357	400	110	Comedy	0	UTV Motion Pictures	Nana Patekar|Danny Denzongpa|Paresh Rawal|Kunal Kapoor	Milan Luthria	Ronnie Screwvala	Pritam	Ashish Pandit|Amit Khanna|Vishal Daldani|Mayur Puri	none	none	none
1089	Agyaat	168	700	130	Thriller	0	Dreamforce Enterprise|UTV Motion Pictures	Gautam Rode|Nisha Kothari|Ishrat Ali|Howard Rosemeyer	Ram Gopal Verma	Ronnie Screwvala|Ram Gopal Verma	Bappi-Tutal	none	Nilesh Girkar|Puneet Gandhi	Nilesh Girkar	none
1090	Sanam Teri Kasam	3215	950	155	Romance	0	Eros International|Jhoom Jhoom Productions|Soham Rockstar Entertainment	Harshvardhan Rane|Mawra Hocane|Anurag Sinha|Manish Chaudhary	Vinay Sapru|Radhika Rao	Deepak Mukut	Himesh Reshammiya	Subrat Sinha|Shabbir Ahmed|Himesh Reshammiya	none	none	none
1091	Paap	537	150	117	Thriller	0	Fish Eye Network Pvt. Ltd.|Shreya Creations	John Abraham|Udita Goswami|Gulshan Grover|Mohan Agashe	Pooja Bhatt	Pooja Bhatt|Sujit Kumar Singh	Anu Malik	Sayeed Quadri	Mahesh Bhatt	Mahesh Bhatt	none
1092	Zordaar	2750	55	140	Action	0	AIM Films|Sharp Travels India Ltd.	Govinda|Neelam Kothari|Aditya Pancholi|Mandakini	Ajay Kashyap	Satish Gupta|Abu Malik	Anu Malik	Indeevar|Hasrat Jaipuri|Shaily Shailendra	none	none	none
1093	Tamanna	2700	40	127	Drama	0	Pooja Bhatt Productions	Paresh Rawal|Pooja Bhatt|Sharad S. Kapoor|Manoj Bajpai	Mahesh Bhatt	Pooja Bhatt	Anu Malik	Kaifi Azmi|Nida Fazli|Indeevar|Rahat Indori	none	none	none
1094	Dharam Sankat Mein	2843	1100	129	Comedy	0	Trigno Media|Viacom 18 Motion Pictures	Paresh Rawal|Annu Kapoor|Alka Badola Kaushal|Auritra Ghosh	Fuwad Khan	Sajjad Chunawala|Shariq Patel	Sachin Gupta|Meet Bros|Jatinder Shah	Kumaar	none	none	none
1095	Ujda Chaman	5733	1000	120	Comedy	0	Anand Pandit Motion Pictures|Panorama Studios	Sunny Singh Nijjar|Maanvi Gagroo|Saurabh Shukla|Grusha Kapoor	Abhishek Pathak	Abhishek Pathak|Kumar Mangat	Guru Randhawa|Gourav-Roshin	Devshi Khanduri|Guru Randhawa	none	none	none
1096	Dirty Politics	2722	1150	132	Drama	0	BMB Productions	Mallika Sherawat|Om Puri|Naseeruddin Shah|Jackie Shroff	K.C. Bokadia	none	Aadesh Shrivastava|Sanjeev-Darshan	Sameer	K.C. Bokadia	K.C. Bokadia	K.C. Bokadia
1097	Astitva	729	45	110	Drama	0	Friends India|Satyashwarni Films	Tabu|Sachin Khedekar|Mohnish Bahl|Smita Jaykar	Mahesh Manjrekar	none	Sukhwinder Singh|Rahul Ranade	Sukhwinder Singh|Shrirang Godbole	Mahesh Manjrekar	Mahesh Manjrekar	none
1098	Sautela	2336	60	127	Drama	0	Trishakti Films	Mithun Chakraborty|Vinay Anand|Suresh Oberoi|Gulshan Grover	T. Rama Rao	Dharmanand Joshi	Tabun Sutradhar	Dev Kohli|Maya Govind	Santosh Saroj	Santosh Saroj	none
1099	Fun... Can Be Dangerous Sometimes	1740	115	138	Thriller	0	Oracle Entertainment Pvt. Ltd.	Siddharth Koirala|Aryan Vaid|Payal Rohatgi|Hina Rehman	Sunjay S. Zaveri	Surendra Bhatia|Sudhir Kumar|Avinash Kashid	Sanjeev-Darshan	Nasir Faraz|Rakhi Pandit	none	none	none
1100	Mumbai Xpress	1723	150	152	Comedy	0	Raajkamal Films International	Kamal Hassan|Manisha Koirala|Om Puri|Saurabh Shukla	Singeetam Srinivasa Rao	Kamal Hassan|Chandra Hassan| Music|Ilaiyaraja	none	Dev Kohli	Kamal Hassan	Kamal Hassan	none
1101	Hawaa Hawaai	2243	625	120	Drama	0	Amole Gupte Cinema Pvt. Ltd.|Fox Star Studio India Pvt. Ltd.	Saqib Saleem|Partho A. Gupte|Neha Joshi|Makarand Deshpande	Amol Gupte	Amol Gupte	Hitesh Sonik	Amol Gupte	Amol Gupte	Amol Gupte	Amol Gupte
1102	Pyaar Impossible!	113	425	145	Romance	0	Yash Raj Films	Uday Chopra|Priyanka Chopra|Dino Morea|Rahul Vohra	Jugal Hansraj	Uday Chopra	Salim-Sulaiman	Anvita Dutt	Uday Chopra	Uday Chopra	Uday Chopra
1103	Billa No.786	734	80	152	Action	0	Tirupati Enterprises	Mithun Chakraborty|Rutika Singh|Siddharth Dhawan|Kavita	Imran Khalid	Salim Khan|Manisha Vimal Kumar	Luv-Kush	Vinay Bihari	Khalid Majeed	Khalid Majeed	none
1104	Nazar	1707	175	137	Thriller	0	Vishesh Films Pvt. Ltd.	Ashmit Patel|Meera|Koel Puri|Neena Gupta	Soni Razdan	Mukesh Bhatt	Anu Malik	Sayeed Quadri|Shakeel Azmi	Anand Shivkumran	Anand Shivkumran	none
1105	Zid	2438	1200	128	Thriller	0	Benaras Mediaworks	Mannara|Karanvir Sharma|Shraddha Das|Denzil Smith	Vivek Agnihotri	Anubhav Sinha	Toshi-Sharib	Shakeel Azmi	Rohit Malhotra|Vivek Agnihotri	Rohit Malhotra	none
1106	Black & White	191	350	138	Drama	0	Eros International|Mukta Searchlight Films	Anil Kapoor|Anupama Varma|Shefali Shah|Aditi Sharma	Subhash Ghai	Subhash Ghai	Sukhwinder Singh	Ibrahim Ashik	Vaarun Vardaan	Subhash Ghai|Sachin Bhowmick	none
1107	Chameli	447	150	108	Drama	0	Pritish Nandy Communications	Kareena Kapoor|Rahul Bose|Rinke Khanna|Yashpal Sharma	Sudhir Mishra	Pritish Nandy|Rangita Pritish Nandy	Sandesh Shandilya	Irshad Kamil	Anant Balani	Sudhir Mishra	none
1108	Mickey Virus	1660	1000	131	Comedy	0	Awesome Films Pvt. Ltd.|Dar Motion Pictures	Manish Paul|Elli Avram|Manish Chaudhary|Varun Badola	Saurabh Varma	Arun Rangachari|Vivek Rangachari	Hanif Sheikh	Hanif Sheikh	Saurabh Varma	Saurabh Varma	none
1109	Johnny Gaddaar	247	300	135	Thriller	0	Adlabs	Dharmendra|Rimi Sen|Ashwini Khalsekar|Neil Nitin Mukesh	Sriram Raghavan	none	Shankar-Ehsaan-Loy	Neelish Misra|Jaideep Sahni|Jaideep Sahni	Sriram Raghavan	Sriram Raghavan	none
1110	Daddy Cool - Join The Fun	174	525	105	Comedy	0	Maruti International|Reliance Entertainment	Suneil Shetty|Aarti Chhabria|Aashish Chaudhary|Kim Sharma	K. Murali Mohana Rao	Indra Kumar|Ashok Thakeria	Raghav Sachar	Aditya Dhar|Prashant Ingole	Tushar Hiranandani	none	none
1111	War... Chhod Na Yaar	1619	750	120	Comedy	0	AOPL Entertainment Pvt. Ltd.	Sharman Joshi|Javed Jaffrey|Soha Ali Khan|Mukul Dev	Faraz Haider	none	Aslam Keyi	Faraz Haider|Bebaak Amrohvi|Aseem Shirazi	Faraz Haider	Faraz Haider	none
1112	Black Friday	1434	160	162	Drama	0	Mid-Day Multimedia Ltd.	Kay Kay Menon|Pawan Malhotra|Aditya Shrivastava|Dibyendu Bhattacharya	Anurag Kashyap	Arindam Mitra	Indian Ocean	Piyush Mishra	none	Anurag Kashyap	Anurag Kashyap
1113	Dangerous Ishhq	73	1050	129	Thriller	0	BVG Films|Dar Motion Pictures|Reliance Entertainment	Karisma Kapoor|Rajneesh Duggal|Jimmy Shergill|Divya Dutta	Vikram Bhatt	Arun Rangachari	Himesh Reshammiya	Shabbir Ahmed|Sameer	Amin Hajee	Amin Hajee	none
1114	Droh Kaal	2993	35	162	Thriller	0	Udbhav Dreamzone	Om Puri|Naseeruddin Shah|Mita Vashisht|Ashish Vidyarthi	Govind Nihalani	Govind Nihalani	Vanraj Bhatia	none	Govind Nihalani	Atul Tiwari|Govind Nihalani|Govind Deshpande	none
1115	Satta	578	65	153	Drama	0	Metalight Productions Pvt. Ltd.	Raveena Tandon|Atul Kulkarni|Shri Vallabh Vyas|Govind Namdeo	Madhur Bhandarkar	none	Raju Singh	Javed Akhtar	Madhur Bhandarkar	Manoj Tyagi	Madhur Bhandarkar|Manoj Tyagi
1116	Godmother	2374	40	125	Drama	0	Gramco Films	Shabana Azmi|Milind Gunaji|Nirmal Pandey|Govind Namdeo	Vinay Shukla	none	Vishal Bhardwaj	Javed Akhtar	Vinay Shukla	Vinay Shukla	Vinay Shukla
1117	London Paris New York	17	550	101	Romance	0	Fox Star Studio India Pvt. Ltd.|Rose Movies	Ali Zafar|Aditi Rao Hydari|Dalip Tahil	Anu Menon	Goldie Behl|Koyal	Ali Zafar	Ali Zafar	Anu Menon	Anu Menon	none
1118	Aloo Chaat	171	400	156	Comedy	0	Maverick Productions|Mirchi Movies|Red Ice Productions	Aftab Shivdasani|Aamna Shroff|Kulbhushan Kharbanda|Manoj Pahwa	Robby Grewal	A.P. Parigi|Gary S|Anuj Saxena	RDB|Mefuz Maruf|Vipin Mishra	none	none	none	none
1119	Vatsyayana Kamsutra	2081	50	165	Other	0	Vijayshri Productions	Sudesh Berry|Divya Dwivedi|Kumaar Aadarsh|Moona Matar	Sanjay Khandelwal|Ravi K. Patwa	Ravi K. Patwa|Sanjay Khandelwal	Ram Shankar	Kiran Mishra	Sanjay Khandelwal	none	none
1120	Bank Chor	3551	700	129	Comedy	0	Y Films	Riteish Deshmukh|Vivek Oberoi|Rhea Chakraborty|Sahil Vaid	Bumpy	Ashish Patil	none	none	Bumpy|Ishita Mohitra|Omkar Sane|Baljeet Singh Marwah	Ishita Mohitra	none
1121	Teraa Surroor	3242	1150	116	Thriller	0	HR Musik|T-Series	Himesh Reshammiya|Farah Karimaee|Naseeruddin Shah|Shekhar Kapur	Shawn Arranha	Vipin Reshammiya|Sonia Kapoor	Himesh Reshammiya	Shabbir Ahmed|Sameer	Namrata Ramsay	none	none
1122	Danger	1971	85	117	Thriller	0	Hormone Showbiz Pvt. Ltd.	Ashutosh Rana|Tara Deshpande|Jas Arora|Shishir Sharma	Govind Menon|Vasant Chheda	Vasant Chheda	none	none	Vasant Chheda	Vasant Chheda	Vasant Chheda
1123	Jattu Engineer	3528	200	139	Drama	0	Hakikat Entertainment Pvt. Ltd.	Gurmeet Ram Rahim Singh|Sukhottam Insan|Jaswinder Insan|Rajesh Insan	Gurmeet Ram Rahim Singh|Honeypreet Insan	C.P. Arora Insan|Jitendra Khurana Insan	Gurmeet Ram Rahim Singh	Gurmeet Ram Rahim Singh	Gurmeet Ram Rahim Singh	none	none
1124	Luv Shuv Tey Chicken Khurana	1172	450	134	Comedy	0	Anurag Kashyap Films Pvt. Ltd.|Jar Pictures Pvt. Ltd.|UTV Motion Pictures	Kunal Kapoor|Huma Quershi|Rajesh Sharma|Vinod Nagpal	Sameer Sharma	Ronnie Screwvala|Anurag Kashyap|Siddharth Roy Kapur	Amit Trivedi	Shellee	Sumit Batheja	none	none
1125	Luv Ka The End	61	450	117	Drama	0	Y Films	Shraddha Kapoor|Taaha Shah|Shenaz Treasurywala|Archana Puran Singh	Bumpy	Ashish Patil	Ram Sampath	Amitabh Bhattacharya	Ashish Patil	Shenaz Treasurywala|Roye Seagal	none
1126	Horror Story	1483	925	92	Thriller	0	ASA Productions & Enterprises Pvt. Ltd.	Karan Kundra|Nishant Malkani|Hasan Zaidi|Ravish Desai	Ayush Raina	none	none	none	Vikram Bhatt|Mohan Azaad	Vikram Bhatt	Sukhmani Sadana
1127	Socha Na Tha	416	110	143	Romance	0	Vijayta Films	Abhay Deol|Ayesha Takia|Apoorva Jha|Suresh Oberoi	Imtiaz Ali	none	Sandesh Shandilya	Irshad Kamil|Subrat Sinha	Imtiaz Ali	Imtiaz Ali	Imtiaz Ali
1128	Tabaahi - The Destroyer	2333	70	136	Action	0	A.M.G.F. Limited	Mithun Chakraborty|Ayub Khan|Divya Dutta|Indira Krishnan	Gopi Sapru	Ajai Kumar	Mona-Arun|Tabun Sutradhar|Naresh Sharma	Gopi Sapru|Pradeep Raj	none	none	none
1129	Raman Raghav 2.0	3310	700	140	Thriller	0	Phantom Films|Reliance Entertainment	Nawazuddin Siddiqui|Vicky Kaushal|Sobhita Dhulipala|Amruta Subhash	Anurag Kashyap	Vikas Bahl|Vikramaditya Motwane	Ram Sampath	Varun Grover	Anurag Kashyap|Vasan Bala	none	none
1130	Calendar Girls	3038	850	131	Drama	0	Bhandarkar Entertainment|Mangal Murti Films Pvt. Ltd.	Akanksha Puri|Avani Modi|Kyra Dutt|Ruhi Singh	Madhur Bhandarkar	Sangeetha Ahir	Amal Malik|Meet Bros	Kumaar	Madhur Bhandarkar|Anil Pandey	none	none
1131	Saheb Biwi Aur Gangster 3	3794	1450	140	Thriller	1	Jar Pictures Pvt. Ltd.|Rahul Mittra Films	Sanjay Dutt|Jimmy Shergill|Mahie Gill|Chitrangda Singh	Tigmanshu Dhulia	Tigmanshu Dhulia|Rahul Mittra	Anjan Bhattacharya|Rana Mazumder|Siddharth Pandit	Kumaar	none	none	none
1132	Mr Ya Miss	429	175	133	Comedy	0	Horseshoe Pictures Pvt. Ltd.|Ram Gopal Varma Productions	Antara Mali|Aftab Shivdasani|Riteish Deshmukh|Divya Dutta	Antara Mali|Satchit Puranik	Ram Gopal Verma|Sunil Chainani|Sameer Srivastava	Nitin Raikwar|Ronkini Gupta	none	none	none	none
1133	Filmistaan	2255	450	117	Comedy	0	Satellite Pictures Pvt. Ltd.|Shringar Films Pvt. Ltd.|UTV Motion Pictures	Shaarib Hashmi|Inaamulhaq|Kumud Mishra|Gopal Dutt	Nitin Kakkar	Siddharth Roy Kapur|Shyam Shroff|Subhash Choudhary|Balkrishna Shroff|Shaila Tanna	Arijit Datta	none	none	none	none
1134	Ekk Deewana Tha	18	600	139	Romance	0	Fox Star Studio India Pvt. Ltd.|Photon Kathaas Production	Prateik Babbar|Amy Jackson|Sachin Khedekar|Manu Rishi Chadha	Gautham Menon	Gautham Menon	A.R. Rahman	Javed Akhtar	Gautham Menon	Gautham Menon	Manu Rishi Chadha
1135	Gulaal	787	425	143	Thriller	0	Zee Limelight	Kay Kay Menon|Raj Singh Chaudhary|Jesse Randhawa|Deepak Dobriyal	Anurag Kashyap	Deepak Sharma	Piyush Mishra	Piyush Mishra	Raj Singh Chaudhary|Aparna Malhotra|Anurag Kashyap	none	none
1136	Citylights	2253	450	126	Drama	0	Fox Star Studio India Pvt. Ltd.|Vishesh Films Pvt. Ltd.	Rajkummar Rao|Patralekha|Manav Kaul|Pramod Pathak	Hansal Mehta	Mukesh Bhatt	Jeet Ganguly	Rashmi Singh	Ritesh Shah	Ritesh Shah	none
1137	Being Cyrus	281	80	84	Drama	0	Miracle Cinefilms|Serendipity Films	Naseeruddin Shah|Dimple Kapadia|Saif Ali Khan|Boman Irani	Homi Adajania	Dinesh Vijan|Ambika A Hinduja|Munnish Puri|Raman Macker	Salim-Sulaiman	none	Homi Adajania	none	none
1138	Bajatey Raho	1376	875	107	Comedy	0	Eros International|MSM Motion Pictures	Tusshar Kapoor|Vinay Pathak|Ranvir Shorey|Vishakha Singh	Shashant Shah	Krishika Lulla	Jaidev Kumar|RDB|Honey Singh|Vikram Singh|Gajendra Verma	none	none	none	none
1139	Stanley Ka Dabba	66	250	137	Drama	0	Amole Gupte Cinema Pvt. Ltd.|Fox Star Studio India Pvt. Ltd.	Raj Zutshi|Partho A. Gupte|Amol Gupte|Numaan Sheikh	Amol Gupte	Amol Gupte	Hitesh Sonik	Amol Gupte	Amol Gupte	Amol Gupte	Amol Gupte
1140	Bhoot Returns	1150	925	90	Thriller	0	Alumbra Entertainment|Eros International	J.D. Chakravarthi|Manisha Koirala|Madhu Shalini|Nitin Jadhav	Ram Gopal Verma	Jitendra Jain	Sandeep Chowta	none	Ravi Shankar	Ravi Shankar	Ravi Shankar
1141	3G	950	1200	125	Thriller	0	Eros International|Next Gen Films	Neil Nitin Mukesh|Sonal Chauhan|Mrinalini Sharma|Ashish Kapoor	Shantanu Ray Chhibber|Sheershak Anand	Sunil Lulla|Viki Rajani	Mithoon	Mithoon|Shellee	none	none	none
1142	Aag Aandhi Aur Toofan	3056	25	155	Action	0	Nakoda Films	Upasna Singh|Mukesh Khanna|Amit Pachori|Shabnam	Kanti Shah	Mahendra Dhariwal	Nandan Shravan	Poonam Amrish	none	Bashir Babbar	none
1143	Dil Dosti Etc	241	135	144	Drama	0	Prakash Jha Productions	Imaad Shah|Shreyas Talpade|Smriti Mishra|Nikita Anand	Manish Tiwary	Prakash Jha	Agnee|Siddharth-Suhas	Kumaar|Ram Goutam|Prashant Pandey	none	none	none
1144	Buddha Mar Gaya	1275	285	92	Comedy	0	Eros International|Rahul Theatres International	Om Puri|Paresh Rawal|Rakhi Sawant|Ranvir Shorey	Rahul Rawail	Sunil Lulla|Rahul Rawail	Bappi Lahiri	Manoj Muntashir	Raju Saigal	Anand Shivkumran	none
1145	Ugly	2484	350	128	Drama	0	Dar Motion Pictures|Phantom Films	Ronit Roy|Rahul Bhatt|Tejaswini Kolhapure|Vineet Kumar	Anurag Kashyap	Arun Rangachari|Vivek Rangachari|Vikramaditya Motwane|Madhu Mantena Varma|Vikas Bahl	G.V. Prakash Kumar	none	none	none	none
1146	Main Aur Charles	3112	900	123	Drama	0	Cynozure Networkz|Wave Cinemas	Randeep Hooda|Richa Chaddha|Adil Hussain|Tisca Chopra	Prawal Raman	Raju Chadha|Vikram Khakkar|Amit Kapoor	Sanjeev-Darshan|Lucas Masciano|Bally Grunge	none	none	none	none
1147	Mujhse Fraaandship Karoge	844	500	106	Romance	0	Y Films	Saqib Saleem|Saba Azaad|Nishant Dahiya|Tara D'Souza	Nupur Asthana	Ashish Patil	Raghu Dixit	Aslam Noor|Raghu Dixit|Anvita Dutt	Ashish Patil	none	none
1148	Not A Love Story	71	525	146	Thriller	0	Bohra Bros|Paramhans Creations|Sherya Creations	Mahie Gill|Deepak Dobriyal|Zakir Hussain|Darshan Jariwala	Ram Gopal Verma	Sailesh R. Singh|Sunil Bohra|Kiran Kumar Koneru	Sandeep Chowta	Shabbir Ahmed	Rohit G. Banawlikar	none	none
1149	Laila - A Mystery	1726	125	119	Other	0	Sunrise Production & Entertainment	Payal Rohatgi|Farid Amiri|Cherry Shetty|Dayashankar Pandey	Vicky G.	none	Nikhil-Vinay|Bappi Lahiri	none	Sunil Kumar	Sunil Kumar	Sunil Kumar
1150	Dil Kabaddi	321	325	123	Comedy	0	Paramhans Creations|Studio 18	Irrfan Khan|Rahul Bose|Rahul Khanna|Konkona Sen Sharma	Anil Senior	Shailesh R. Singh	Sachin Gupta|Dhruv Dhalla	Rahat Fateh Ali Khan|Shabbir Ahmed|Virag Mishra	none	none	none
1151	Do Dooni Chaar	126	325	121	Comedy	0	Planman Motion Pictures|Walt Disney Pictures	Rishi Kapoor|Neetu Singh|Akhilendra Mishra|Aditi Vasudev	Habib Faisal	Arindam Chaudhuri	Meet Bros	Manoj Muntashir	Habib Faisal	Habib Faisal|Rahil Qazi	none
1152	Margarita With A Straw	2849	250	102	Drama	0	ADAPT|Cool Homes|Ishan Talkies|Jakhotia Media|Viacom 18 Motion Pictures	Kalki Koechlin|Revathi|Sayani Gupta|William Moseley	Shonali Bose	Shonali Bose|Nilesh Maniyar	Mikey McCleary	Mikey McCleary|Prasoon Joshi	Shonali Bose	none	none
1153	Contract	215	350	124	Thriller	0	Ace Movie Company|PVR Pictures	Adhvik Mahajan|Sakshi Gulati|Amruta Khanvilkar|Prasad Purandare	Ram Gopal Verma	Sanjeev K. Bijli|Ajay Bijli|Praveen Nischol	Amar Mohile|Sana Kotwal|Bappi-Tutal	none	none	none	none
1154	Shor In The City	60	500	118	Drama	0	ALT Entertainment|Balaji Motion Pictures	Sendhil Ramamurthy|Tusshar Kapoor|Nikhil Dwivedi|Preeti Desai	Krishna D.K|Raj Nidimoru	Ekta Kapoor|Shobha Kapoor	Sachin-Jigar	Priya Panchal|Sameer	none	none	none
1155	Zanjeer - The Chain	2537	35	135	Action	0	Samna International	Aditya Pancholi|Manek Bedi|Samrat Mukherjee|Pratibha Sinha	Shibu Mitra	Yusuf Butt	Anand-Milind	Dev Kohli	Z. Onkar	Z. Onkar	Z. Onkar
1156	Main Meri Patni Aur Woh	1651	100	135	Comedy	0	UTV Motion Pictures	Rajpal Yadav|Rituparna Sengupta|Kay Kay Menon|Vinod Nagpal	Chandan Arora	Ronnie Screwvala	Rajendra Shiv|Mohit Chauhan	Rocky Khanna|Zaheer Anwar	Rajpal Yadav	none	none
1157	Jhankaar Beats	545	40	155	Drama	0	Pritish Nandy Communications	Rahul Bose|Sanjay Suri|Rinke Khanna|Riya Sen	Sujoy Ghosh	Rangita Pritish Nandy	Vishal-Shekhar	Vishal Daldani	Sujoy Ghosh	Sujoy Ghosh	Sujoy Ghosh
1158	Tutak Tutak Tutiya	3400	875	126	Comedy	0	Puja Entertainment Ltd.|Shakti Sagar Productions	Prabhu Deva|Sonu Sood|Tamannaah Bhatia|Murli Sharma	A.L. Vijay	Sonu Sood	Sajid Wajid|Gurinder Seagal|Vishal Mishra|Milind Gaba|Bal Sidhu	none	none	none	none
1159	Bawandar	731	50	125	Drama	0	Smriti Pictures	Nandita Das|Raghuvir Yadav|Deepti Naval|Rahul Khanna	Jag Mundhra	Jag Mundhra|Gaurang Doshi	Vishwa Mohan Bhatt	Hariram Acharya	Jag Mundhra	Sudha Arora	none
1160	Nasha	1378	1100	120	Drama	0	One More Though Entertainment Pvt. Ltd.	Poonam Pandey|Shivam Patil|Vishal Bhonsle|Gargi Patel	Amit Saxena	Surender Suneja|Aditya Bhatia	Sangeet-Siddharth	Radhika Anand	Ajit R. Rajpal	Ajit R. Rajpal	none
1161	Chillar Party	70	325	131	Drama	0	SKBH Productions|UTV Motion Pictures	Ranbir Kapoor|Naman Jain|Sanath Menon|Rohan Grover	Nitish Tiwari|Vikas Bahl	Salman Khan|Ronnie Screwvala	Amit Trivedi	Amitabh Bhattacharya|Nitish Tiwari	none	none	none
1162	Mumbai Meri Jaan	330	175	134	Drama	0	UTV Motion Pictures	Paresh Rawal|Kay Kay Menon|Irrfan Khan|R. Madhavan	Nishikant Kamat	Ronnie Screwvala	Samir Phatarpekar	Yogesh Vinayak Joshi	Yogesh Vinayak Joshi	Upendra Sidhaye|Yogesh Vinayak Joshi	none
1163	Daku Kali Bhawani	2121	45	120	Action	0	Goodluck Films	Dharmendra|Nirmal Pandey|Milind Gunaji|Anu Kashyap	S.R. Pratap	Israr Ahmed	Suraj-Kiran|Sanjiv Kohli	Khalid Majeed|Amina Israr Ahmed|Nayyer Jaunpuri	none	none	none
1164	Tum Bin 2	3428	1050	147	Romance	0	Benaras Mediaworks|T-Series	Neha Sharma|Aditya Seal|Aashim Gulati|Meher Vij	Anubhav Sinha	Bhushan Kumar|Anubhav Sinha|Krishan Kumar	Ankit Tiwari	Shakeel Azmi|Manoj Muntashir	none	none	none
1165	Makdee	629	35	90	Thriller	0	Percept Picture Company|Vishal Bhardwaj Pictures	Shabana Azmi|Shweta Prasad|Makarand Deshpande|Mohini Mathur	Vishal Bhardwaj	Vishal Bhardwaj	Vishal Bhardwaj	Gulzar	Vishal Bhardwaj|Abbas Tyrewala	Vishal Bhardwaj	none
1166	Aagey Se Right	165	375	117	Comedy	0	UTV Motion Pictures	Shreyas Talpade|Mahie Gill|Kay Kay Menon|Shenaz Treasurywala	Indrajit Nattoji	Ronnie Screwvala	Ram Sampath|Amartya Rahut	Manish Hariprasad|Hitesh Kewalia|Shadab Akhtar	none	none	none
1167	Dor	294	100	123	Drama	0	Sahara One Motion Pictures|SIC Productions	Ayesha Takia|Shreyas Talpade|Gul Panag|Girish Karnad	Nagesh Kukunoor	Elahe Hiptoola	Salim-Sulaiman	Mir Ali Hussain	Nagesh Kukunoor|Mir Ali Hussain	Nagesh Kukunoor	none
1168	Basanti	2169	40	119	Drama	0	S.R.F. Movies	Durgesh Nandini|Shakti Kapoor|Kiran Kumar|Deepak Shirke	Bashir Babbar	Bashir Babbar|Ramesh Lakhiani	Sawan Kumar Sawan	Sawan Kumar Sawan	Bashir Babbar	Bashir Babbar	none
1169	Chhota Bheem And The Curse Of Damyaan	173	275	87	Other	0	Green Gold Pictures	none	Rajiv Chilaka	Rajiv Chilaka	Sunil Kashyap	none	none	none	none
1170	Journey Bombay To Goa	1486	150	138	Comedy	0	H.R. Enterprises	Vijay Raaz|Sunil Pal|Ehsaan Qureshi|Raju Shrivastava	Raj Pendurkar	Humaya Rangilla	Shabbir Ahmed|Nitin Shankar	none	none	Yunus Sajawal	Yunus Sajawal
1171	Dalaal No.1	709	50	167	Drama	0	Ablaze Entertainers	Shakti Kapoor|Rajini Chandra|Sanjeevani|Mushtaq Khan	Anil Dhanda	Dimppy Ramdayal	Datta Kumbhar	Kulwant Jani	none	Karunesh Thakur	Karunesh Thakur
1172	Indu Sarkar	3570	875	139	Drama	0	Bhandarkar Entertainment|Mega Bollywood Pvt.Ltd.	Kirti Kulhari|Neil Nitin Mukesh|Anupam Kher|Tota Roy Chowdhury	Madhur Bhandarkar	none	Anu Malik	Sanjay Chhel|Puneet Sharma	Madhur Bhandarkar|Anil Pandey	Sanjay Chhel	none
1173	Bhootraaj	2171	30	0	Thriller	0	Ishwar Films	Prithvi|Poonam Dasgupta|Satnam Kaur|Shakti Kapoor	Jitendra Chawda	Kajal Mukherjee	Sawan Kumar Sawan	Zail Singh	Bashir Babbar	Bashir Babbar	Bashir Babbar
1174	Mastram	2242	800	98	Drama	0	Bohra Bros|Jar Pictures Pvt. Ltd.	Rahul Bagga|Tara Alisha Berry|Aakash Dahiya|Istiyak Khan	Akhilesh Jaiswal	Sanjeev Singh Pal|Ajay G. Rai	Honey Singh|Saurabh Kalsi	Shashank Kanwar|Abhishek Kumar	none	none	none
1175	Well Done Abba	134	325	144	Drama	0	Reliance Entertainment	Boman Irani|Minissha Lamba|Sameer Dattani|Ravi Kissen	Shyam Benegal	none	Shantanu Moitra	Vibhu Puri|Ashok Mishra	Shyam Benegal	Ashok Mishra	Ashok Mishra
1176	Nil Battey Sannatta	3267	300	100	Drama	0	Colour Yellow Picture Ltd.|Eros International|Jar Pictures Pvt. Ltd.	Swara Bhaskar|Riya Shukla|Ratna Pathak|Pankaj Tripathi	Ashwiny Iyer Tiwari	Sanjay Shetty|Alan McAlex|Anand L. Rai|Ajay G. Rai|Nitish Tiwari	Rohan-Vinayak	none	none	none	none
1177	Gippi	1269	375	103	Drama	0	Dharma Productions Pvt. Ltd.|UTV Motion Pictures	Riya Vij|Divya Dutta|Taaha Shah	Sonam Nair	Karan Johar|Hiroo Johar	Vishal-Shekhar	Vishal Daldani|Anvita Dutt	Sonam Nair	none	none
1178	Ek Vivaah... Aisa Bhi	214	100	140	Romance	0	Rajshri Productions Pvt. Ltd.	Sonu Sood|Isha Koppikar|Alok Nath|Shri Vallabh Vyas	Kaushik Ghatak	Ajit Kumar Barjatya|Kamal Kumar Barjatya|Rajkumar Barjatya	Ravindra Jain	Ravindra Jain	Asha Purna Devi	none	none
1179	Jungle Ki Sherni	2072	25	113	Action	0	Pali Films	Sapna|Amit Pachori|Joginder|Anil Nagrath	Kanti Shah	none	Sawan Kumar Sawan	none	Bashir Babbar	Bashir Babbar	Bashir Babbar
1180	Woodstock Villa	211	275	90	Thriller	0	White Feather Films	Sikander Kher|Neha Uberoi|Arbaaz Khan|Shakti Kapoor	Hansal Mehta	Sanjay Gupta	Anu Malik	Virag Mishra|Manoj Muntashir	S. Farhan	Sanjay Gupta	none
